date,well_id,production_rate,oil_bopd,watercut,pressure_bar,temperature_c,oil_viscosity_cp,reservoir_condition,operating_stage,spm,stroke_m,vfd_hz,pump_efficiency_pct,rod_load_kn,rod_position_m,steam_volume_t,injection_pressure_bar,soak_hours,production_cutoff_bopd
2026-08-16,BGW-002,107.9,107.9,28.3,36.0,63.2,1671.7,STABLE PRODUCTION,CYCLE 2,6.8,3.2,38.9,91.4,60.1,1.9,1560,78.1,120,25.0
2026-08-17,BGW-002,109.2,109.2,28.4,36.0,64.0,1619.1,STABLE PRODUCTION,CYCLE 2,6.9,3.2,39.2,91.0,59.3,1.9,1575,78.0,120,25.0
2026-08-18,BGW-002,110.8,110.8,28.5,36.0,64.8,1568.1,STABLE PRODUCTION,CYCLE 2,7.1,3.2,39.5,90.5,58.5,1.9,1590,78.0,120,25.0
2026-08-19,BGW-002,112.7,112.7,28.6,35.8,65.6,1518.7,STABLE PRODUCTION,CYCLE 2,7.2,3.2,39.8,90.0,57.6,1.9,1605,78.0,120,25.0
2026-08-20,BGW-002,114.9,114.9,28.6,35.6,66.4,1470.9,STABLE PRODUCTION,CYCLE 2,7.3,3.2,40.1,89.4,56.8,1.9,1620,78.0,120,25.0
2026-08-21,BGW-002,117.4,117.4,28.7,35.4,67.2,1424.5,STABLE PRODUCTION,CYCLE 2,7.4,3.2,40.5,88.8,56.0,1.9,1635,78.1,120,25.0
2026-08-22,BGW-002,120.1,120.1,28.8,35.0,68.0,1379.7,STABLE PRODUCTION,CYCLE 3,7.6,3.2,40.9,88.1,55.3,1.9,1200,78.2,120,25.0
2026-08-23,BGW-002,123.0,123.0,28.9,34.6,68.8,1336.2,STABLE PRODUCTION,CYCLE 3,7.7,3.2,41.3,87.4,54.6,1.9,1215,78.3,120,25.0
2026-08-24,BGW-002,126.0,126.0,29.0,34.2,69.6,1294.1,STABLE PRODUCTION,CYCLE 3,7.9,3.2,41.7,86.6,54.1,1.9,1230,78.4,120,25.0
2026-08-25,BGW-002,129.0,129.0,29.0,33.6,70.4,1253.4,STABLE PRODUCTION,CYCLE 3,8.0,3.2,42.1,85.9,53.6,1.9,1245,78.6,120,25.0
2026-08-26,BGW-002,132.0,132.0,29.1,33.1,71.2,1213.9,STABLE PRODUCTION,CYCLE 3,8.2,3.2,42.5,85.1,53.3,1.9,1260,78.7,120,25.0
2026-08-27,BGW-002,135.0,135.0,29.2,32.6,72.0,1175.7,STABLE PRODUCTION,CYCLE 3,8.3,3.2,42.9,84.4,53.1,1.9,1275,79.0,120,25.0
2026-08-28,BGW-002,137.8,137.8,29.3,32.0,72.8,1138.7,STABLE PRODUCTION,CYCLE 3,8.5,3.2,43.2,83.7,53.0,1.9,1290,79.2,120,25.0
2026-08-29,BGW-002,140.4,140.4,29.4,31.4,73.6,1102.8,STABLE PRODUCTION,CYCLE 3,8.6,3.2,43.6,83.0,53.1,1.9,1305,79.4,120,25.0
2026-08-30,BGW-002,142.8,142.8,29.4,30.9,74.4,1068.1,STABLE PRODUCTION,CYCLE 3,8.7,3.2,44.0,82.4,53.3,1.9,1320,79.7,120,25.0
2026-08-31,BGW-002,144.9,144.9,29.5,30.3,75.2,1034.4,THERMALLY STIMULATED,CYCLE 3,8.9,3.2,44.3,81.8,53.6,1.9,1335,80.0,120,25.0
2026-09-01,BGW-002,146.7,146.7,29.6,29.8,76.0,1001.9,THERMALLY STIMULATED,CYCLE 3,9.0,3.2,44.6,81.3,54.1,1.9,1350,80.3,120,25.0
2026-09-02,BGW-002,148.2,148.2,29.7,29.4,76.8,970.3,THERMALLY STIMULATED,CYCLE 3,9.1,3.2,44.9,80.9,54.7,1.9,1365,80.6,120,25.0
2026-09-03,BGW-002,149.4,149.4,29.8,29.0,77.6,939.7,THERMALLY STIMULATED,CYCLE 3,9.2,3.2,45.2,80.5,55.3,1.9,1380,80.9,120,25.0
2026-09-04,BGW-002,150.3,150.3,29.8,28.6,78.4,910.1,THERMALLY STIMULATED,CYCLE 3,9.3,3.2,45.4,80.3,56.1,1.9,1395,81.2,120,25.0
2026-09-05,BGW-002,150.9,150.9,29.9,28.4,79.2,881.5,THERMALLY STIMULATED,CYCLE 3,9.3,3.2,45.6,80.1,56.8,1.9,1410,81.5,120,25.0
2026-09-06,BGW-002,115.2,115.2,30.0,28.2,60.0,1900.0,STABLE PRODUCTION,CYCLE 3,9.4,3.2,45.8,80.0,57.7,1.9,1425,81.9,120,25.0
2026-09-07,BGW-002,115.3,115.3,30.1,28.0,60.8,1840.2,STABLE PRODUCTION,CYCLE 3,9.5,3.2,45.9,80.0,58.5,1.9,1440,82.2,120,25.0
2026-09-08,BGW-002,115.3,115.3,30.2,28.0,61.6,1782.2,STABLE PRODUCTION,CYCLE 3,9.5,3.2,46.0,80.1,59.3,1.9,1455,82.5,120,25.0
2026-09-09,BGW-002,115.2,115.2,30.2,28.0,62.4,1726.1,STABLE PRODUCTION,CYCLE 3,9.5,3.2,46.0,80.3,60.1,1.9,1470,82.9,120,25.0
2026-09-10,BGW-002,115.0,115.0,30.3,28.2,63.2,1671.7,STABLE PRODUCTION,CYCLE 3,9.5,3.2,46.0,80.6,60.8,1.9,1485,83.2,120,25.0
2026-09-11,BGW-002,114.9,114.9,30.4,28.4,64.0,1619.1,STABLE PRODUCTION,CYCLE 3,9.5,3.2,46.0,81.0,61.5,1.9,1500,83.5,120,25.0
2026-09-12,BGW-002,114.9,114.9,30.5,28.6,64.8,1568.1,STABLE PRODUCTION,CYCLE 3,9.5,3.2,45.9,81.4,62.0,1.9,1515,83.8,120,25.0
2026-09-13,BGW-002,115.0,115.0,30.6,29.0,65.6,1518.7,STABLE PRODUCTION,CYCLE 3,9.4,3.2,45.8,81.9,62.5,1.9,1530,84.1,120,25.0
2026-09-14,BGW-002,115.3,115.3,30.6,29.4,66.4,1470.9,STABLE PRODUCTION,CYCLE 3,9.4,3.2,45.6,82.5,62.8,1.9,1545,84.4,120,25.0
2026-09-15,BGW-002,115.9,115.9,30.7,29.9,67.2,1424.5,STABLE PRODUCTION,CYCLE 3,9.3,3.2,45.4,83.1,63.0,1.9,1560,84.6,120,25.0
2026-09-16,BGW-002,116.7,116.7,30.8,30.4,68.0,1379.7,STABLE PRODUCTION,CYCLE 3,9.2,3.2,45.2,83.8,63.0,1.9,1575,84.9,120,25.0
2026-09-17,BGW-002,117.9,117.9,30.9,30.9,68.8,1336.2,STABLE PRODUCTION,CYCLE 3,9.1,3.2,44.9,84.5,62.9,1.9,1590,85.1,120,25.0
2026-09-18,BGW-002,119.3,119.3,31.0,31.5,69.6,1294.1,STABLE PRODUCTION,CYCLE 3,9.0,3.2,44.7,85.3,62.7,1.9,1605,85.3,120,25.0
2026-09-19,BGW-002,121.1,121.1,31.0,32.0,70.4,1253.4,STABLE PRODUCTION,CYCLE 3,8.9,3.2,44.3,86.0,62.3,1.9,1620,85.5,120,25.0
2026-09-20,BGW-002,123.2,123.2,31.1,32.6,71.2,1213.9,STABLE PRODUCTION,CYCLE 3,8.8,3.2,44.0,86.8,61.8,1.9,1635,85.6,120,25.0
2026-06-23,BGW-003,110.0,110.0,24.0,32.0,60.0,1900.0,STABLE PRODUCTION,CYCLE 1,8.0,3.2,42.0,92.0,58.0,1.9,1200,82.0,120,25.0
2026-06-24,BGW-003,113.0,113.0,24.1,32.6,60.8,1840.2,STABLE PRODUCTION,CYCLE 1,8.1,3.2,42.4,92.0,58.8,1.9,1215,82.3,120,25.0
2026-06-25,BGW-003,116.0,116.0,24.2,33.1,61.6,1782.2,STABLE PRODUCTION,CYCLE 1,8.3,3.2,42.8,91.8,59.6,1.9,1230,82.7,120,25.0
2026-06-26,BGW-003,118.8,118.8,24.2,33.7,62.4,1726.1,STABLE PRODUCTION,CYCLE 1,8.4,3.2,43.2,91.6,60.4,1.9,1245,83.0,120,25.0
2026-06-27,BGW-003,121.5,121.5,24.3,34.2,63.2,1671.7,STABLE PRODUCTION,CYCLE 1,8.6,3.2,43.6,91.3,61.1,1.9,1260,83.3,120,25.0
2026-06-28,BGW-003,123.9,123.9,24.4,34.6,64.0,1619.1,STABLE PRODUCTION,CYCLE 1,8.7,3.2,43.9,90.9,61.7,1.9,1275,83.6,120,25.0
2026-06-29,BGW-003,126.1,126.1,24.5,35.0,64.8,1568.1,STABLE PRODUCTION,CYCLE 1,8.8,3.2,44.3,90.4,62.2,1.9,1290,83.9,120,25.0
2026-06-30,BGW-003,128.0,128.0,24.6,35.4,65.6,1518.7,STABLE PRODUCTION,CYCLE 1,9.0,3.2,44.6,89.8,62.6,1.9,1305,84.2,120,25.0
2026-07-01,BGW-003,129.5,129.5,24.6,35.6,66.4,1470.9,STABLE PRODUCTION,CYCLE 1,9.1,3.2,44.9,89.2,62.9,1.9,1320,84.5,120,25.0
2026-07-02,BGW-003,130.8,130.8,24.7,35.8,67.2,1424.5,STABLE PRODUCTION,CYCLE 1,9.2,3.2,45.1,88.6,63.0,1.9,1335,84.7,120,25.0
2026-07-03,BGW-003,131.7,131.7,24.8,36.0,68.0,1379.7,STABLE PRODUCTION,CYCLE 1,9.3,3.2,45.4,87.9,63.0,1.9,1350,85.0,120,25.0
2026-07-04,BGW-003,132.3,132.3,24.9,36.0,68.8,1336.2,STABLE PRODUCTION,CYCLE 1,9.3,3.2,45.6,87.2,62.8,1.9,1365,85.2,120,25.0
2026-07-05,BGW-003,132.7,132.7,25.0,36.0,69.6,1294.1,STABLE PRODUCTION,CYCLE 1,9.4,3.2,45.7,86.4,62.5,1.9,1380,85.4,120,25.0
2026-07-06,BGW-003,132.8,132.8,25.0,35.8,70.4,1253.4,STABLE PRODUCTION,CYCLE 1,9.4,3.2,45.9,85.7,62.1,1.9,1395,85.5,120,25.0
2026-07-07,BGW-003,132.8,132.8,25.1,35.6,71.2,1213.9,STABLE PRODUCTION,CYCLE 1,9.5,3.2,45.9,84.9,61.6,1.9,1410,85.7,120,25.0
2026-07-08,BGW-003,132.7,132.7,25.2,35.4,72.0,1175.7,STABLE PRODUCTION,CYCLE 1,9.5,3.2,46.0,84.2,61.0,1.9,1425,85.8,120,25.0
2026-07-09,BGW-003,132.6,132.6,25.3,35.0,72.8,1138.7,STABLE PRODUCTION,CYCLE 1,9.5,3.2,46.0,83.5,60.3,1.9,1440,85.9,120,25.0
2026-07-10,BGW-003,132.4,132.4,25.4,34.6,73.6,1102.8,STABLE PRODUCTION,CYCLE 1,9.5,3.2,46.0,82.8,59.5,1.9,1455,86.0,120,25.0
2026-07-11,BGW-003,132.4,132.4,25.4,34.2,74.4,1068.1,STABLE PRODUCTION,CYCLE 1,9.5,3.2,45.9,82.2,58.7,1.9,1470,86.0,120,25.0
2026-07-12,BGW-003,132.5,132.5,25.5,33.7,75.2,1034.4,THERMALLY STIMULATED,CYCLE 1,9.4,3.2,45.8,81.7,57.9,1.9,1485,86.0,120,25.0
2026-07-13,BGW-003,132.7,132.7,25.6,33.1,76.0,1001.9,THERMALLY STIMULATED,CYCLE 1,9.4,3.2,45.6,81.2,57.0,1.9,1500,86.0,120,25.0
2026-07-14,BGW-003,133.3,133.3,25.7,32.6,76.8,970.3,THERMALLY STIMULATED,CYCLE 1,9.3,3.2,45.5,80.8,56.2,1.9,1515,85.9,120,25.0
2026-07-15,BGW-003,134.1,134.1,25.8,32.0,77.6,939.7,THERMALLY STIMULATED,CYCLE 1,9.2,3.2,45.2,80.5,55.5,1.9,1530,85.9,120,25.0
2026-07-16,BGW-003,135.2,135.2,25.8,31.4,78.4,910.1,THERMALLY STIMULATED,CYCLE 1,9.1,3.2,45.0,80.2,54.8,1.9,1545,85.8,120,25.0
2026-07-17,BGW-003,136.6,136.6,25.9,30.9,79.2,881.5,THERMALLY STIMULATED,CYCLE 1,9.0,3.2,44.7,80.1,54.2,1.9,1560,85.6,120,25.0
2026-07-18,BGW-003,102.3,102.3,26.0,30.3,60.0,1900.0,STABLE PRODUCTION,CYCLE 1,8.9,3.2,44.4,80.0,53.7,1.9,1575,85.5,120,25.0
2026-07-19,BGW-003,104.4,104.4,26.1,29.8,60.8,1840.2,STABLE PRODUCTION,CYCLE 1,8.8,3.2,44.1,80.0,53.4,1.9,1590,85.3,120,25.0
2026-07-20,BGW-003,106.7,106.7,26.2,29.4,61.6,1782.2,STABLE PRODUCTION,CYCLE 1,8.6,3.2,43.7,80.2,53.1,1.9,1605,85.1,120,25.0
2026-07-21,BGW-003,109.3,109.3,26.2,29.0,62.4,1726.1,STABLE PRODUCTION,CYCLE 1,8.5,3.2,43.3,80.4,53.0,1.9,1620,84.9,120,25.0
2026-07-22,BGW-003,112.0,112.0,26.3,28.6,63.2,1671.7,STABLE PRODUCTION,CYCLE 1,8.4,3.2,43.0,80.7,53.0,1.9,1635,84.7,120,25.0
2026-07-23,BGW-003,115.0,115.0,26.4,28.4,64.0,1619.1,STABLE PRODUCTION,CYCLE 2,8.2,3.2,42.6,81.1,53.2,1.9,1200,84.4,120,25.0
2026-07-24,BGW-003,118.0,118.0,26.5,28.2,64.8,1568.1,STABLE PRODUCTION,CYCLE 2,8.1,3.2,42.2,81.5,53.5,1.9,1215,84.1,120,25.0
2026-07-25,BGW-003,121.0,121.0,26.6,28.0,65.6,1518.7,STABLE PRODUCTION,CYCLE 2,7.9,3.2,41.8,82.1,53.9,1.9,1230,83.8,120,25.0
2026-07-26,BGW-003,124.0,124.0,26.6,28.0,66.4,1470.9,STABLE PRODUCTION,CYCLE 2,7.8,3.2,41.4,82.7,54.5,1.9,1245,83.5,120,25.0
2026-07-27,BGW-003,126.9,126.9,26.7,28.0,67.2,1424.5,STABLE PRODUCTION,CYCLE 2,7.6,3.2,41.0,83.3,55.1,1.9,1260,83.2,120,25.0
2026-07-28,BGW-003,129.7,129.7,26.8,28.2,68.0,1379.7,STABLE PRODUCTION,CYCLE 2,7.5,3.2,40.6,84.0,55.8,1.9,1275,82.9,120,25.0
2026-07-29,BGW-003,132.2,132.2,26.9,28.4,68.8,1336.2,STABLE PRODUCTION,CYCLE 2,7.3,3.2,40.2,84.7,56.6,1.9,1290,82.6,120,25.0
2026-07-30,BGW-003,134.5,134.5,27.0,28.6,69.6,1294.1,STABLE PRODUCTION,CYCLE 2,7.2,3.2,39.9,85.5,57.4,1.9,1305,82.2,120,25.0
2026-07-31,BGW-003,136.5,136.5,27.0,29.0,70.4,1253.4,STABLE PRODUCTION,CYCLE 2,7.1,3.2,39.6,86.2,58.3,1.9,1320,81.9,120,25.0
2026-08-01,BGW-003,138.1,138.1,27.1,29.4,71.2,1213.9,STABLE PRODUCTION,CYCLE 2,7.0,3.2,39.2,87.0,59.1,1.9,1335,81.6,120,25.0
2026-08-02,BGW-003,139.5,139.5,27.2,29.8,72.0,1175.7,STABLE PRODUCTION,CYCLE 2,6.9,3.2,39.0,87.7,59.9,1.9,1350,81.2,120,25.0
2026-08-03,BGW-003,140.6,140.6,27.3,30.3,72.8,1138.7,STABLE PRODUCTION,CYCLE 2,6.8,3.2,38.7,88.4,60.6,1.9,1365,80.9,120,25.0
2026-08-04,BGW-003,141.3,141.3,27.4,30.9,73.6,1102.8,STABLE PRODUCTION,CYCLE 2,6.7,3.2,38.5,89.1,61.3,1.9,1380,80.6,120,25.0
2026-08-05,BGW-003,141.8,141.8,27.4,31.4,74.4,1068.1,STABLE PRODUCTION,CYCLE 2,6.6,3.2,38.3,89.7,61.9,1.9,1395,80.3,120,25.0
2026-08-06,BGW-003,142.0,142.0,27.5,32.0,75.2,1034.4,THERMALLY STIMULATED,CYCLE 2,6.6,3.2,38.2,90.3,62.3,1.9,1410,80.0,120,25.0
2026-08-07,BGW-003,142.1,142.1,27.6,32.6,76.0,1001.9,THERMALLY STIMULATED,CYCLE 2,6.5,3.2,38.1,90.7,62.7,1.9,1425,79.7,120,25.0
2026-08-08,BGW-003,142.0,142.0,27.7,33.1,76.8,970.3,THERMALLY STIMULATED,CYCLE 2,6.5,3.2,38.0,91.2,62.9,1.9,1440,79.4,120,25.0
2026-08-09,BGW-003,141.9,141.9,27.8,33.7,77.6,939.7,THERMALLY STIMULATED,CYCLE 2,6.5,3.2,38.0,91.5,63.0,1.9,1455,79.2,120,25.0
2026-08-10,BGW-003,141.7,141.7,27.8,34.2,78.4,910.1,THERMALLY STIMULATED,CYCLE 2,6.5,3.2,38.0,91.8,62.9,1.9,1470,79.0,120,25.0
2026-08-11,BGW-003,141.6,141.6,27.9,34.6,79.2,881.5,THERMALLY STIMULATED,CYCLE 2,6.5,3.2,38.1,91.9,62.8,1.9,1485,78.8,120,25.0
2026-08-12,BGW-003,105.6,105.6,28.0,35.0,60.0,1900.0,STABLE PRODUCTION,CYCLE 2,6.6,3.2,38.2,92.0,62.4,1.9,1500,78.6,120,25.0
2026-08-13,BGW-003,105.8,105.8,28.1,35.4,60.8,1840.2,STABLE PRODUCTION,CYCLE 2,6.6,3.2,38.3,92.0,62.0,1.9,1515,78.4,120,25.0
2026-08-14,BGW-003,106.3,106.3,28.2,35.6,61.6,1782.2,STABLE PRODUCTION,CYCLE 2,6.7,3.2,38.5,91.9,61.4,1.9,1530,78.3,120,25.0
2026-08-15,BGW-003,106.9,106.9,28.2,35.8,62.4,1726.1,STABLE PRODUCTION,CYCLE 2,6.8,3.2,38.7,91.7,60.8,1.9,1545,78.2,120,25.0
2026-08-16,BGW-003,107.9,107.9,28.3,36.0,63.2,1671.7,STABLE PRODUCTION,CYCLE 2,6.8,3.2,38.9,91.4,60.1,1.9,1560,78.1,120,25.0
2026-08-17,BGW-003,109.2,109.2,28.4,36.0,64.0,1619.1,STABLE PRODUCTION,CYCLE 2,6.9,3.2,39.2,91.0,59.3,1.9,1575,78.0,120,25.0
2026-08-18,BGW-003,110.8,110.8,28.5,36.0,64.8,1568.1,STABLE PRODUCTION,CYCLE 2,7.1,3.2,39.5,90.5,58.5,1.9,1590,78.0,120,25.0
2026-08-19,BGW-003,112.7,112.7,28.6,35.8,65.6,1518.7,STABLE PRODUCTION,CYCLE 2,7.2,3.2,39.8,90.0,57.6,1.9,1605,78.0,120,25.0
2026-08-20,BGW-003,114.9,114.9,28.6,35.6,66.4,1470.9,STABLE PRODUCTION,CYCLE 2,7.3,3.2,40.1,89.4,56.8,1.9,1620,78.0,120,25.0
2026-08-21,BGW-003,117.4,117.4,28.7,35.4,67.2,1424.5,STABLE PRODUCTION,CYCLE 2,7.4,3.2,40.5,88.8,56.0,1.9,1635,78.1,120,25.0
2026-08-22,BGW-003,120.1,120.1,28.8,35.0,68.0,1379.7,STABLE PRODUCTION,CYCLE 3,7.6,3.2,40.9,88.1,55.3,1.9,1200,78.2,120,25.0
2026-08-23,BGW-003,123.0,123.0,28.9,34.6,68.8,1336.2,STABLE PRODUCTION,CYCLE 3,7.7,3.2,41.3,87.4,54.6,1.9,1215,78.3,120,25.0
2026-08-24,BGW-003,126.0,126.0,29.0,34.2,69.6,1294.1,STABLE PRODUCTION,CYCLE 3,7.9,3.2,41.7,86.6,54.1,1.9,1230,78.4,120,25.0
2026-08-25,BGW-003,129.0,129.0,29.0,33.6,70.4,1253.4,STABLE PRODUCTION,CYCLE 3,8.0,3.2,42.1,85.9,53.6,1.9,1245,78.6,120,25.0
2026-08-26,BGW-003,132.0,132.0,29.1,33.1,71.2,1213.9,STABLE PRODUCTION,CYCLE 3,8.2,3.2,42.5,85.1,53.3,1.9,1260,78.7,120,25.0
2026-08-27,BGW-003,135.0,135.0,29.2,32.6,72.0,1175.7,STABLE PRODUCTION,CYCLE 3,8.3,3.2,42.9,84.4,53.1,1.9,1275,79.0,120,25.0
2026-08-28,BGW-003,137.8,137.8,29.3,32.0,72.8,1138.7,STABLE PRODUCTION,CYCLE 3,8.5,3.2,43.2,83.7,53.0,1.9,1290,79.2,120,25.0
2026-08-29,BGW-003,140.4,140.4,29.4,31.4,73.6,1102.8,STABLE PRODUCTION,CYCLE 3,8.6,3.2,43.6,83.0,53.1,1.9,1305,79.4,120,25.0
2026-08-30,BGW-003,142.8,142.8,29.4,30.9,74.4,1068.1,STABLE PRODUCTION,CYCLE 3,8.7,3.2,44.0,82.4,53.3,1.9,1320,79.7,120,25.0
2026-08-31,BGW-003,144.9,144.9,29.5,30.3,75.2,1034.4,THERMALLY STIMULATED,CYCLE 3,8.9,3.2,44.3,81.8,53.6,1.9,1335,80.0,120,25.0
2026-09-01,BGW-003,146.7,146.7,29.6,29.8,76.0,1001.9,THERMALLY STIMULATED,CYCLE 3,9.0,3.2,44.6,81.3,54.1,1.9,1350,80.3,120,25.0
2026-09-02,BGW-003,148.2,148.2,29.7,29.4,76.8,970.3,THERMALLY STIMULATED,CYCLE 3,9.1,3.2,44.9,80.9,54.7,1.9,1365,80.6,120,25.0
2026-09-03,BGW-003,149.4,149.4,29.8,29.0,77.6,939.7,THERMALLY STIMULATED,CYCLE 3,9.2,3.2,45.2,80.5,55.3,1.9,1380,80.9,120,25.0
2026-09-04,BGW-003,150.3,150.3,29.8,28.6,78.4,910.1,THERMALLY STIMULATED,CYCLE 3,9.3,3.2,45.4,80.3,56.1,1.9,1395,81.2,120,25.0
2026-09-05,BGW-003,150.9,150.9,29.9,28.4,79.2,881.5,THERMALLY STIMULATED,CYCLE 3,9.3,3.2,45.6,80.1,56.8,1.9,1410,81.5,120,25.0
2026-09-06,BGW-003,115.2,115.2,30.0,28.2,60.0,1900.0,STABLE PRODUCTION,CYCLE 3,9.4,3.2,45.8,80.0,57.7,1.9,1425,81.9,120,25.0
2026-09-07,BGW-003,115.3,115.3,30.1,28.0,60.8,1840.2,STABLE PRODUCTION,CYCLE 3,9.5,3.2,45.9,80.0,58.5,1.9,1440,82.2,120,25.0
2026-09-08,BGW-003,115.3,115.3,30.2,28.0,61.6,1782.2,STABLE PRODUCTION,CYCLE 3,9.5,3.2,46.0,80.1,59.3,1.9,1455,82.5,120,25.0
2026-09-09,BGW-003,115.2,115.2,30.2,28.0,62.4,1726.1,STABLE PRODUCTION,CYCLE 3,9.5,3.2,46.0,80.3,60.1,1.9,1470,82.9,120,25.0
2026-09-10,BGW-003,115.0,115.0,30.3,28.2,63.2,1671.7,STABLE PRODUCTION,CYCLE 3,9.5,3.2,46.0,80.6,60.8,1.9,1485,83.2,120,25.0
2026-09-11,BGW-003,114.9,114.9,30.4,28.4,64.0,1619.1,STABLE PRODUCTION,CYCLE 3,9.5,3.2,46.0,81.0,61.5,1.9,1500,83.5,120,25.0
2026-09-12,BGW-003,114.9,114.9,30.5,28.6,64.8,1568.1,STABLE PRODUCTION,CYCLE 3,9.5,3.2,45.9,81.4,62.0,1.9,1515,83.8,120,25.0
2026-09-13,BGW-003,115.0,115.0,30.6,29.0,65.6,1518.7,STABLE PRODUCTION,CYCLE 3,9.4,3.2,45.8,81.9,62.5,1.9,1530,84.1,120,25.0
2026-09-14,BGW-003,115.3,115.3,30.6,29.4,66.4,1470.9,STABLE PRODUCTION,CYCLE 3,9.4,3.2,45.6,82.5,62.8,1.9,1545,84.4,120,25.0
2026-09-15,BGW-003,115.9,115.9,30.7,29.9,67.2,1424.5,STABLE PRODUCTION,CYCLE 3,9.3,3.2,45.4,83.1,63.0,1.9,1560,84.6,120,25.0
2026-09-16,BGW-003,116.7,116.7,30.8,30.4,68.0,1379.7,STABLE PRODUCTION,CYCLE 3,9.2,3.2,45.2,83.8,63.0,1.9,1575,84.9,120,25.0
2026-09-17,BGW-003,117.9,117.9,30.9,30.9,68.8,1336.2,STABLE PRODUCTION,CYCLE 3,9.1,3.2,44.9,84.5,62.9,1.9,1590,85.1,120,25.0
2026-09-18,BGW-003,119.3,119.3,31.0,31.5,69.6,1294.1,STABLE PRODUCTION,CYCLE 3,9.0,3.2,44.7,85.3,62.7,1.9,1605,85.3,120,25.0
2026-09-19,BGW-003,121.1,121.1,31.0,32.0,70.4,1253.4,STABLE PRODUCTION,CYCLE 3,8.9,3.2,44.3,86.0,62.3,1.9,1620,85.5,120,25.0
2026-09-20,BGW-003,123.2,123.2,31.1,32.6,71.2,1213.9,STABLE PRODUCTION,CYCLE 3,8.8,3.2,44.0,86.8,61.8,1.9,1635,85.6,120,25.0
